"ORF","sample1","sample2","sample3","sample4","sample5","sample6"
"chr13_852630",2286,2241,2707,1722,1755,2012
"chr13_854291",0,0,0,0,0,0
"chr13_854456",1,1,0,5,0,3
"chr13_854625",0,0,0,0,0,0
"chr13_854748",0,0,0,0,0,0
"chr13_854795",115.974,134.995,178,132,136.995,163
"chr13_854885",3.026,1.005,6,1,1.005,3
"chr13_855399",295,307,364,222,233,265
"chr13_856810",0,0,0,0,0,0
"chr13_856895",0,0,0,0,0,0
"chr13_856931",0,0,0,0,0,0
"chr13_856966",183,181,195,144,155,161
"chr13_858297",2146,2131,2554,1840,1868,2135
"chr13_859138",2,1,2,1,0,0
"chr13_859215",759,707,735,629,645,752
"chr13_85987",935,917,1100,706,781,846
"chr13_860506",0,0,0,0,0,0
"chr13_861496",3,0,1,2,3,2
"chr13_861624",0,0,0,0,0,0
"chr13_861647",0,0,0,0,0,0
"chr13_861790",0,0,0,0,0,0
"chr13_861922",10142,10003,12104,8166,9242,9472
"chr13_863584",0,0,0,0,0,0
"chr13_863819",475,469,577,375,371,426
"chr13_864412",452,402,607,425,368,416
"chr13_864697",0,0,0,0,0,0
"chr13_86528",0,0,0,0,0,0
"chr13_865559",330,370,418,320,287,419
"chr13_865612",0,0,0,0,0,0
"chr13_866654",0,0,0,0,0,0
"chr13_867325",0,0,0,0,0,0
"chr13_867555",525,471,597,421,452,559
"chr13_867591",0,0,0,0,0,0
"chr13_867660",0,0,0,0,0,0
"chr13_86806",0,0,0,0,0,0
"chr13_86871",0,0,0,0,0,0
"chr13_868921",0,0,0,0,0,0
"chr13_869917",0,0,0,0,0,0
"chr13_869933",5,5,2,2,3,3
"chr13_870073",3259,3155,3918,2722,2907,2936
"chr13_87123",8561,7608,9532,8052,8504,9483
"chr13_87125",0,0,0,0,0,0
"chr13_872963",0,0,1,0,0,2
"chr13_872979",0,0,0,0,0,0
"chr13_873057",0,0,0,0,0,0
"chr13_873094",0,0,0,2,0,0
"chr13_873109",0,0,0,0,0,0
"chr13_873291",96204.87,92545.706,110905.525,59327.237,62763.586,70616.998
"chr13_874987",4202,3901,4853,3269,3473,3757
"chr13_878780",105,126,143,106,109,125
"chr13_878902",0,0,0,0,0,0
"chr13_879063",1750,1801,2073,1656,1738,2098
"chr13_879646",0,0,0,0,0,0
"chr13_880444",0,0,0,1,0,0
"chr13_880511",0,0,0,0,0,1
"chr13_881159",246,267,274.572,226.886,219,235
"chr13_885220",0,0,0,0,0,0
"chr13_885502",0,0,1,0,0,0
"chr13_8857",1,0,0,0,1,0
"chr13_885850",1,1,5,1.114,1,4
"chr13_886132",0,0,0,0,0,0
"chr13_886183",7,6,8.428,2,3,1
"chr13_886710",3,10,10,8,6,8
"chr13_887003",5258.955,4845.991,6337.928,4644.992,4563.995,6163.977
"chr13_888304",3.045,1.009,5.072,1.008,1.005,4.023
"chr13_888759",0,0,0,0,0,0
"chr13_888952",1470,1271,1660,1205,1313,1456
"chr13_892988",1564,1422,1778,1221,1315,1485
"chr13_895716",235,238,279,205,223,247
"chr13_896804",6,4,9,1,4,3
"chr13_896914",2418,2275,2742,1839,2130,2219
"chr13_897684",0,0,0,0,0,0
"chr13_898223",0,0,0,0,0,0
"chr13_898405",500,486,610.997,381,406,516
"chr13_898710",5,3,1.003,0,0,0
"chr13_898945",0,0,0,0,0,0
"chr13_899025",0,0,0,0,0,0
"chr13_899223",0,0,0,0,0,0
"chr13_899379",738,706,821,563,648,720
"chr13_901177",0,0,0,0,0,1
"chr13_901599",0,0,0,0,0,0
"chr13_901709",1404,1291,1529,1062,1131,1215
"chr13_902380",0,0,0,0,0,0
"chr13_902800",895,848,1044,736,876,915
"chr13_903374",0,0,0,0,0,0
"chr13_903846",1,1,2,1,1,0
"chr13_903882",0,0,0,0,0,0
"chr13_904069",1,0,0,0,0,0
"chr13_904242",0,0,0,0,0,0
"chr13_904286",0,0,0,1,0,0
"chr13_904390",2,0,0,0,0,0
"chr13_904397",0,0,0,0,0,0
"chr13_904598",2,3,6,3,4,1
"chr13_904719",0,0,1,1,0,1
"chr13_904825",196,237,274,281,250,317.978
"chr13_905662",4,4,5,8,4,3.022
"chr13_906067",0,0,0,0,0,0
"chr13_906287",3,2,10,0,2,4
"chr13_906506",0,0,0,0,0,0
"chr13_906663",0,0,0,0,0,0
"chr13_907364",18,23,21,15,19,24
"chr13_910248",2,4,1,1,0,0
"chr13_91041",257,264,297,222,211,261
"chr13_910548",0,0,0,0,0,0
"chr13_910657",0,0,0,0,0,0
"chr13_910810",2,0,0,0,0,0
"chr13_911012",0,0,0,0,0,0
"chr13_911061",592,606,692,414,467,592
"chr13_912241",2,1,1,1,1,1
"chr13_912423",5,4,2,2,1,4
"chr13_912637",0,0,0,0,0,0
"chr13_912745",2,0,1,0,1,0
"chr13_912867",0,0,0,0,0,0
"chr13_912880",1123,1108.094,1368.804,690,814.439,867.797
"chr13_913567",0,0,0,0,0,0
"chr13_91378",48,53,69,32,36,40
"chr13_913951",0,0,0,0,0,0
"chr13_914086",12,10.161,7.091,12,14.561,11.104
"chr13_914216",12,24.745,16.105,11,25,10.099
"chr13_914392",18,30,25,17,13,13
"chr13_914886",3,1,5,1,0,2
"chr13_915065",0,0,0,0,0,0
"chr13_915114",0,0,0,0,0,0
"chr13_915267",0,0,0,0,0,0
"chr13_915454",17,14,21,10,10,17
"chr13_915587",0,0,0,0,0,0
"chr13_915876",1,1,1,0,3,0
"chr13_916131",0,0,0,0,0,0
"chr13_916746",43,34,49,35,46,32
"chr13_916913",1,2,3,1,3,0
"chr13_917132",0,0,0,0,0,0
"chr13_917222",0,0,0,0,0,0
"chr13_917520",0,0,0,0,0,0
"chr13_917579",1.343,3.091,0,0,0,4.113
"chr13_917814",5,1,3,2,0,1
"chr13_918366",18.771,15.88,15.44,10.226,5.555,11.767
"chr13_919024",17,15,17,8,12,11
"chr13_919556",0,0,0,0,0,0
"chr13_919927",0,0,0,0,0,0
"chr13_920088",30.396,30.264,28.105,14.384,16.803,13.976
"chr13_92057",0,0,0,0,0,0
"chr13_92121",0,0,0,0,0,0
"chr13_92235",374,349,422,325,332,359
"chr13_922641",1,1,0,0,0,0
"chr13_9281",0,1,1,0,0,1
"chr13_94055",0,0,0,0,1,0
"chr13_9420",2,0,1,4,3,1
"chr13_94431",280,208,236,217,221,243
"chr13_94638",0,0,0,0,0,0
"chr13_9508",0,0,0,0,0,0
"chr13_95315",0,0,0,0,0,0
"chr13_95389",0,0,0,0,0,0
"chr13_95430",0,0,0,0,0,0
"chr13_9549",0,0,0,0,0,0
"chr13_95702",0,0,0,0,0,0
"chr13_95791",838,836,990,666,696,806
"chr13_95828",0,1,0,0,0,0
"chr13_9612",1,0,0,0,0,0
"chr13_9695",0,0,0,0,0,0
"chr13_97569",0,1,0,0,1,1
"chr13_9768",0,0,0,0,0,0
"chr13_97696",0,0,0,0,0,0
"chr13_97734",0,0,0,0,0,0
"chr13_97759",0,0,0,0,0,0
"chr13_97941",2269,2125,2502,1746,1807,2042
"chr13_9828",0,0,3,0,0,1
"chr13_9873",0,0,0,0,0,1
"chr13_99749",7,6,3,3,0,1
"chr13_99794",61,67,65,65,55,80
"chr14_100910",2294.144,1990.91,2600.009,1677.903,1846.217,1930.175
"chr14_101911",7,1.002,5.045,2,3,7
"chr14_103134",438,448,548,313,346,362
"chr14_104017",0,0,0,0,0,0
"chr14_104628",0,0,0,0,0,0
"chr14_104842",0,0,1,0,0,0
"chr14_104959",0,0,0,0,0,0
"chr14_105026",0,0,0,0,0,0
"chr14_105184",615,614,743,523,544,665
"chr14_105287",0,0,0,0,0,0
"chr14_10675",0,0,0,0,0,0
"chr14_106804",0,0,0,0,0,0
"chr14_106878",0,0,0,0,0,0
"chr14_106978",8,10,5,5,5,8
"chr14_107095",0,0,0,0,0,1
"chr14_107201",0,0,0,0,0,0
"chr14_107244",7,11,12,5,5,3
"chr14_107374",0,0,0,0,0,0
"chr14_107409",0,0,0,0,0,0
"chr14_107498",0,0,0,0,0,0
"chr14_107622",0,0,0,0,0,0
"chr14_107687",94,84,107,58,76,78
"chr14_108022",0,0,0,0,0,0
"chr14_108467",253,232,291,202,186,232
"chr14_109095",515,491,615,393,433,498
"chr14_110594",0,1,0,1,0,0
"chr14_110917",43,36,41,26.301,28,29
"chr14_111267",6,11,6,5.699,6,8
"chr14_112161",0,0,0,0,0,0
"chr14_112238",0,0,0,0,0,0
"chr14_112407",0,1,1,0,1,1
"chr14_112519",0,0,0,0,0,0
"chr14_112779",0,2,0,0,0,1
"chr14_113039",0,0,0,0,0,0
"chr14_113271",1011,861,1157,892,994,1070
"chr14_11399",0,0,0,0,0,0
"chr14_11452",16,22,25.947,16.734,27,11.748
"chr14_114971",0,0,0,0,0,0
"chr14_116428",0,0,0,0,1,1
"chr14_116535",0,0,0,0,0,0
"chr14_116621",0,0,0,0,0,0
"chr14_116679",32,24,17,21,29,20
"chr14_116801",0,0,0,0,0,0
"chr14_116899",11,7,18,10,12,4
"chr14_116942",0,0,0,0,0,0
"chr14_117051",1,0,0,0,1,0
"chr14_117072",0,0,0,0,0,0
"chr14_117164",0,0,0,0,0,0
"chr14_117349",60,34,64,51.363,57,71.373
"chr14_117463",0,0,0,0,0,0
"chr14_118166",2,0,0,2,1,0
"chr14_118431",23,24,34,19.637,16,25.627
"chr14_118796",0,0,0,0,0,0
"chr14_118897",10,8,16,6,4,8
"chr14_119092",0,0,0,0,0,0
"chr14_119177",0,0,0,1,0,0
"chr14_119268",237,216,242,166,193,225
"chr14_120605",1,0,1,3,2,1
"chr14_120995",0,0,0,0,0,0
"chr14_121118",1377,1373,1651,1108,1243,1276
"chr14_121472",0,0,0,0,0,0
"chr14_12208",201.244,201.381,227.658,195.267,236.215,208.764
"chr14_122196",0,0,0,0,0,0
"chr14_122286",2,1,0,0,0,6
"chr14_122392",1,2,2,2,2,4
"chr14_122574",0,0,0,0,0,0
"chr14_122682",0,0,0,0,0,0
"chr14_122823",0,0,0,0,0,0
"chr14_122883",646,556,726,450,460,607
"chr14_126805",639,531,801,538,576,579
"chr14_12873",0,0,0,0,0,0
"chr14_129332",21,16,23,12,23,6
"chr14_129522",4497,4136,5119,3660,4112,4092
"chr14_13267",296.958,319.36,356.128,270.198,287.806,320.268
"chr14_135771",4,0,3,1,0,2
"chr14_135940",579,659,716,452,431,530
"chr14_137066",0,0,0,0,0,0
"chr14_137699",32,34,20,37,35,40
"chr14_137758",0,0,0,0,0,0
"chr14_137827",0,0,0,0,1,0
"chr14_138208",0,0,0,0,0,0
"chr14_138252",0,0,0,0,0,0
"chr14_138550",1857,1666,2154,1431,1730,1798
"chr14_140408",0,0,0,0,0,0
"chr14_140490",10,6,2,4,1,6
"chr14_140878",1712,1626,2051,1386,1573,1539
"chr14_14293",0,0,0,0,0,0
"chr14_144245",2.03,4.071,2.028,1.01,0,0
"chr14_144280",713.97,579.929,771.972,517.99,572,604
"chr14_145401",0,0,0,0,0,0
"chr14_145434",0,0,0,0,0,0
"chr14_145563",189,171,231,132,153,135
"chr14_145567",0,0,0,0,0,0
"chr14_146794",0,0,0,0,0,0
"chr14_146896",541,463,591,455,513,554
"chr14_148212",3137,2826,3610,2586,2817,3063
"chr14_14832",46.762,57.765,59.772,40.861,54.032,52.805
"chr14_154313",0,0,0,0,0,0
"chr14_154730",0,0,0,0,0,0
"chr14_154877",0,0,0,0,0,0
"chr14_155100",162,144,180,115,115,167
"chr14_155251",0,0,0,0,0,0
"chr14_156062",0,0,0,0,0,0
"chr14_156530",0,0,0,0,0,0
"chr14_156859",123,94,126,76,114,128
"chr14_157467",0,0,0,0,0,0
"chr14_157599",0,0,0,0,0,0
"chr14_157644",121,134,150,63,68,76
"chr14_158109",816,791,1018,701,768,751
"chr14_15994",30,39,50,33,27,42
"chr14_160631",1294,1283,1602,1047,1180,1216
"chr14_16118",165,144.982,181.963,137,141,147
"chr14_16298",0,1.018,2.037,1,1,4
"chr14_164281",0,0,0,0,0,0
"chr14_164331",0,0,0,0,0,0
"chr14_164503",313,260,385,276,270,308
"chr14_16536",0,0,0,0,0,0
"chr14_16568",1,0,0,0,1,0
"chr14_166698",0,0,0,0,0,0
"chr14_166839",0,1,0,2,0,0
"chr14_167079",0,0,0,0,0,0
"chr14_167329",880,928,1058,779,853,1014
"chr14_167837",0,0,0,0,0,0
"chr14_168043",212,203,261,169,218,233
"chr14_168085",1,0,0,0,1,0
"chr14_168602",0,0,0,1,0,0
"chr14_169132",0,0,0,0,0,0
"chr14_169264",0,0,0,0,0,0
"chr14_169394",0,0,0,0,0,0
"chr14_169486",0,0,0,0,0,0
"chr14_169515",0,0,0,0,0,0
"chr14_169583",0,0,0,0,0,0
"chr14_169590",0,0,0,0,0,0
"chr14_169651",0,0,0,0,0,0
"chr14_169719",0,0,0,0,0,0
"chr14_169911",0,0,0,0,0,0
"chr14_170018",348,286,366,295,279,300
"chr14_170710",0,0,0,0,0,0
"chr14_17122",0,0,0,0,0,0
"chr14_171441",405,380,447,266,323,300
"chr14_171580",0,0,0,0,0,0
"chr14_17169",0,0,0,0,0,0
"chr14_172552",4,1,1,1,1,0
"chr14_172588",1224,1172,1557,1099,1123,1292
"chr14_17317",0,0,0,0,0,0
"chr14_17328",0,1,0,0,0,0
"chr14_174521",0,1,3,2,5,2
"chr14_174937",0,0,0,2,0,2
"chr14_175064",0,0,0,0,0,2
"chr14_175201",0,0,0,0,0,0
"chr14_175337",0,0,0,0,0,0
"chr14_17536",0,1,0,0,0,2
"chr14_175410",925,801,1029,724,846,896
"chr14_17608",0,0,0,0,0,0
"chr14_17705",4,10,9,4,8,4
"chr14_179394",164,138,159,111,118,130
"chr14_18001",671,713,790,520,594,634
"chr14_180245",0,0,0,0,0,0
"chr14_180697",0,0,0,0,0,0
"chr14_181051",0,0,0,0,0,0
"chr14_181199",0,0,0,0,0,0
"chr14_181361",214,173,272,179,187,237
"chr14_182583",0,0,0,0,0,0
"chr14_182690",0,0,0,0,0,0
"chr14_182875",1050,1048,1231,862,947,1139
"chr14_185197",0,0,0,0,0,0
"chr14_185320",3,0,4,0,2,1
"chr14_185408",0,0,0,0,0,0
"chr14_185460",303,317,382,211,236,270
"chr14_186346",104,127,129,106,92,89
"chr14_186867",0,0,0,0,0,0
"chr14_186884",0,0,0,0,0,0
"chr14_187034",0,0,0,0,0,0
"chr14_187079",21,24,12,9,12,15
"chr14_187170",382,429,481,301,301,336
"chr14_187637",0,0,0,0,0,0
"chr14_187653",0,0,0,0,0,0
"chr14_187808",0,0,0,0,0,0
"chr14_188051",2830,2831,3404,2464,2566,2778
"chr14_188285",0,0,0,0,0,0
"chr14_191324",1970,1887,2249,1529,1771,1923
"chr14_194558",0,0,0,0,0,0
"chr14_194827",0,0,0,0,0,0
"chr14_19541",1397,1230,1492,1121,1201,1320
"chr14_195522",0,0,0,0,0,0
"chr14_19577",0,0,0,0,0,0
"chr14_196426",4939,4952,5802,4593.995,5097,5431
"chr14_197093",0,0,0,0,0,0
"chr14_197383",0,0,0,1.005,0,0
"chr14_197903",4,11,2,6,11,6
"chr14_198078",0,0,0,0,0,0
"chr14_198289",0,0,0,0,0,0
"chr14_198434",4,11,4,5,3,5
"chr14_198502",832,813,1029,793,848,902
"chr14_199511",0,0,0,0,0,0
"chr14_200004",0,0,0,0,0,0
"chr14_200056",0,0,0,0,0,0
"chr14_200153",0,0,0,0,0,0
"chr14_200173",0,0,0,0,0,0
"chr14_200271",1,3,2,1,1,3
"chr14_200482",4348,3975,4944,3341,3773,4113
"chr14_201622",0,0,0,0,0,0
"chr14_201816",8,7,8,3,2,8
"chr14_202054",1,4,2,2,0,0
"chr14_202258",0,0,0,0,0,0
"chr14_202428",716,718,878,581,613,669
"chr14_204919",1,1,0,0,0,0
"chr14_205109",12,13,10,14,12,22
"chr14_205188",709,623,745,599,626,595
"chr14_206368",0,0,0,0,0,0
"chr14_206423",0,0,0,0,0,0
"chr14_206511",0,0,0,0,0,0
"chr14_206667",0,0,0,0,0,0
"chr14_206791",0,0,0,0,0,0
"chr14_206846",0,1,0,0,0,0
"chr14_206930",492,436,500,383,379,421
"chr14_209548",2,0,0,1,0,0
"chr14_210141",0,0,0,0,0,0
"chr14_210233",85,79,87,42,52,63
"chr14_211922",868,829,1099,713,870,904
"chr14_212010",0,0,0,0,0,0
"chr14_214820",0,0,0,0,0,0
"chr14_214923",279,227,304,184,229,207
"chr14_215168",0,0,0,0,0,0
"chr14_215987",611,676,825,562,615,535
"chr14_216295",0,0,0,0,0,0
"chr14_217144",0,0,0,0,0,0
"chr14_217219",0,0,0,0,0,0
"chr14_217226",0,0,0,0,0,0
"chr14_217280",0,0,0,0,0,0
"chr14_217523",236,234,308,188,191,235
"chr14_218363",0,0,0,0,0,0
"chr14_218629",0,0,0,0,0,0
"chr14_218637",0,0,0,0,0,0
"chr14_218692",0,0,0,0,0,0
"chr14_218919",26,28,31,13,21,20
"chr14_219025",0,0,0,0,0,0
"chr14_219137",823,721,1003,664,760,844
"chr14_220659",264,220,286,204,226,257
"chr14_220713",0,0,0,0,0,0
"chr14_222724",434,354,474,326,326,404
"chr14_224035",0,0,0,0,0,0
"chr14_224771",0,0,0,0,0,0
"chr14_224796",645,578,767,485,522,554
"chr14_22630",0,0,0,0,0,0
"chr14_227240",1,1,0,1,1,0
"chr14_227334",586,516,620,430,435,521
"chr14_22834",132,138,145,84,91,135
"chr14_228627",0,0,0,0,0,0
"chr14_229094",70,49,88,54.98,46,58
"chr14_229327",1,0,3,1.02,0,0
"chr14_229770",0,0,0,0,0,0
"chr14_229940",8,8,6,8,5,6
"chr14_229955",0,0,0,0,0,0
"chr14_23009",0,0,0,0,0,0
"chr14_230461",300,385,505,225,526,309
"chr14_230947",0,0,0,0,0,0
"chr14_231068",944,914,1155,853,845,957
"chr14_23144",0,0,0,0,0,0
"chr14_23273",0,0,0,0,0,0
"chr14_233959",1,4,1,0,0,4
"chr14_234041",0,0,0,0,0,0
"chr14_234095",0,0,0,0,0,0
"chr14_234201",0,0,0,0,0,0
"chr14_23433",17,3,4,12,4,4
"chr14_234413",1313,1364,1547,1173,1147,1433
"chr14_234473",0,0,0,0,0,0
"chr14_235816",0,0,0,0,0,0
"chr14_235996",683,710,864,569,624,665
"chr14_237863",8,1,4,1,6,3
"chr14_237960",5,11,9,6,10,8
"chr14_238238",293,231,343,280,270,309
"chr14_238321",0,0,0,0,0,0
"chr14_239762",0,0,0,0,0,0
"chr14_240331",289,274,366,215,229,327
"chr14_24048",5004,4916,5980,3866,4176,4514
"chr14_241133",0,0,0,0,0,0
"chr14_241323",0,0,0,0,0,0
"chr14_241434",0,0,0,0,0,0
"chr14_241453",0,0,0,1,0,0
"chr14_241689",1157,1055,1277,920,956,1027
"chr14_241877",0,0,0,0,0,0
"chr14_244085",1,1,3,2,1,2
"chr14_244468",720,737,849,526,676,719
"chr14_245294",0,0,0,0,0,0
"chr14_245617",181,156,185,135,136,140
"chr14_246379",0,0,0,0,0,0
"chr14_246460",57,58,89,41,59,43
"chr14_247323",0,0,0,0,0,0
"chr14_247406",0,0,0,0,0,0
"chr14_247461",968,845,1110,785,889,914
"chr14_250002",0,0,0,0,0,0
"chr14_250055",49,45,60,42,38,38
"chr14_250931",0,0,2,1,1,1
"chr14_251413",4,4,0,0,0,2
"chr14_251579",0,0,0,0,0,0
"chr14_251607",0,0,0,0,0,0
"chr14_252059",6102.54,5883.752,6860.348,5211.628,5177.143,6646.982
"chr14_253897",0,0,0,0,0,0
"chr14_254056",0,1,0,1,1,0
"chr14_254418",6020,6225,6982,4762,4566,5607
"chr14_255115",0,0,0,0,0,0
"chr14_255201",0,0,0,0,0,0
"chr14_255353",302,306,345,253,312,331
"chr14_256261",0,0,0,0,0,0
"chr14_256788",667,550,740,492,547,617
"chr14_258375",38,61,56,40,37,30
"chr14_258438",0,0,0,0,0,0
"chr14_259439",37.251,44.33,49.305,33.275,42.579,46.252
"chr14_259569",1252.749,1142.67,1355.695,840.725,910.421,1020.748
"chr14_260093",0,0,0,0,0,0
"chr14_260200",0,0,0,0,0,0
"chr14_260545",0,0,0,0,0,0
"chr14_260627",693,621,725,531,541,596
"chr14_263588",0,0,0,0,0,0
"chr14_263713",2795,2624,3311,2477,2746,2767
"chr14_264585",0,0,0,0,0,0
"chr14_264926",867,801,945,643,758,796
"chr14_266570",0,0,0,0,0,0
"chr14_266972",0,0,0,0,0,0
"chr14_267120",31,22,31,31,22,31
"chr14_267529",0,0,0,0,0,1
"chr14_267608",1439,1291,1662,1165,1254,1330
"chr14_269974",0,0,0,1,0,0
"chr14_270144",2,0,0,0,1,1
"chr14_270275",59,47.726,72.667,33.727,63.958,70
"chr14_270333",7,4.274,8.333,3.273,1.042,4
"chr14_271523",2868,2647,3274,2110,2332,2560
"chr14_27197",2,3,2,1,2,1
"chr14_272091",0,0,0,0,0,0
"chr14_272183",11,16,15,6,6,3
"chr14_272377",52,42,65,26,45,43
"chr14_27254",0,0,0,0,0,0
"chr14_272710",2584,2667,3307,2385,2277,2668
"chr14_27337",170,174,199,149,170,181
"chr14_273638",3,0,0,0,0,2
"chr14_273716",0,0,0,0,0,0
"chr14_273788",0,0,0,0,0,0
"chr14_274098",0,0,0,0,0,0
"chr14_274159",0,0,0,0,0,0
"chr14_274368",276,289,324,196,214,234
"chr14_275497",0,0,0,0,0,0
"chr14_27552",0,0,0,0,0,0
"chr14_275599",0,0,0,0,0,0
"chr14_275684",0,0,0,0,0,0
"chr14_276138",0,0,0,0,0,0
"chr14_276502",2097,2153,2533,1841,2150,2400
"chr14_279932",0,0,0,0,0,0
"chr14_279959",4,3,6,0,5,8
"chr14_280132",0,0,0,0,0,0
"chr14_280142",0,0,0,0,0,0
"chr14_280432",169,156,211,160.928,167,191
"chr14_281004",2,5,7,4.072,3,5
"chr14_281346",1,0,0,0,0,0
"chr14_281818",0,0,0,0,0,0
"chr14_282395",5831,5617,6881,5581,6352,6512
"chr14_282883",35,30,17,25,34,18
"chr14_283135",0,0,0,0,0,0
"chr14_283256",0,0,0,0,0,0
"chr14_283595",0,0,0,0,0,0
"chr14_283851",0,0,0,0,0,0
"chr14_28408",0,0,0,0,0,0
"chr14_284260",1335,1327,1624,1197,1291,1416
"chr14_28489",0,0,0,0,0,0
"chr14_28543",2,0,0,0,0,0
"chr14_285912",0,0,0,0,0,0
"chr14_286308",209,200,232,170,162,223
"chr14_28671",0,0,0,0,0,0
"chr14_286980",0,0,0,0,0,0
"chr14_28739",574,472,653,441,515,521
"chr14_287772",164,188,184,131,135,159
"chr14_287989",0,0,0,0,0,0
"chr14_289092",1,3,7,0,0,5
"chr14_289418",0,0,0,0,0,0
"chr14_289443",0,0,0,0,0,0
"chr14_289498",1619,1508,1897,1454,1497,1687
"chr14_289543",0,0,0,0,0,0
"chr14_291873",0,0,0,0,0,0
"chr14_292046",0,0,0,0,0,0
"chr14_292193",84.362,73,113,65,63,62
"chr14_292557",26.638,25,30,12,17,30
"chr14_292976",0,2,0,0,0,0
"chr14_293137",818,815,1001,708,778,919
"chr14_295597",0,0,0,0,0,0
"chr14_295960",156,147,183,148,149,214
"chr14_297654",1,4,1,2,1,0
"chr14_297896",0,0,0,0,0,0
"chr14_297906",1,1,1,1,1,3
"chr14_298335",547,495,622,418,508,560
"chr14_299654",1944,1882,2485,1438,1583,1716
"chr14_300889",0,0,0,0,0,0
"chr14_301156",0,0,0,0,0,0
"chr14_301525",1,4,0,2,0,1
"chr14_301636",0,0,0,0,0,0
"chr14_301934",2,3,0,0,0,0
"chr14_302106",0,0,1,0,0,0
"chr14_302397",0,0,0,0,0,0
"chr14_302524",0,0,0,0,0,0
"chr14_302680",1828,1883,2063,1274,1290,1606
"chr14_303412",0,0,0,0,0,0
"chr14_303570",0,0,0,0,0,0
"chr14_303686",406,429,464,360,332,318
"chr14_30410",0,0,0,0,0,0
"chr14_304114",0,0,0,0,0,0
"chr14_304663",0,0,0,0,0,0
"chr14_304875",0,0,0,0,0,0
"chr14_304917",0,0,0,0,0,0
"chr14_305070",1707,1693,1941,1463,1629,1706
"chr14_307401",228,180,215,160,160,204
"chr14_308614",0,0,0,0,0,0
"chr14_308823",0,0,0,0,0,0
"chr14_308957",3055,2719,3202,2100,2250,2445
"chr14_310082",0,0,0,0,0,0
"chr14_310201",0,0,0,0,0,0
"chr14_31050",0,0,0,0,0,0
"chr14_310636",1299,1153,1565,1044,1285,1237
"chr14_31464",0,0,0,0,0,0
"chr14_31486",0,0,0,0,0,0
"chr14_315105",0,0,0,0,0,0
"chr14_315397",0,0,0,0,0,0
"chr14_315805",0,0,0,0,0,0
"chr14_316107",0,0,0,0,0,0
"chr14_316169",399,393,465,278,323,386
"chr14_31713",0,0,0,0,0,0
"chr14_317920",14,6,6,2,5,8
"chr14_318018",0,0,0,0,0,0
"chr14_318030",529,483,533,379,484,408
"chr14_318175",0,0,0,0,0,0
"chr14_318329",0,0,0,0,0,0
"chr14_318519",0,0,0,0,0,0
"chr14_318656",0,0,0,0,0,0
"chr14_318744",0,0,0,0,0,0
"chr14_318960",0,0,0,0,0,0
"chr14_318983",0,0,0,0,0,0
"chr14_319039",0,0,0,0,0,0
"chr14_319118",0,0,0,0,0,0
"chr14_319416",824,793,994,649,730,749
"chr14_31944",608,533,672,480,484,553
"chr14_32002",0,0,0,0,0,0
"chr14_321669",0,0,0,0,0,0
"chr14_321741",0,0,0,0,0,0
"chr14_321846",0,0,0,0,0,0
"chr14_322093",0,0,0,0,0,0
"chr14_322219",298,244,333,170,224,256
"chr14_323832",299,298,375,244,274,325
"chr14_325184",0,0,0,0,0,0
"chr14_325265",107,101,123,98,103,111
"chr14_326560",0,0,0,0,0,0
"chr14_326609",0,0,0,0,0,0
"chr14_326715",0,0,0,0,0,0
"chr14_326741",694,722,814,622,597,696
"chr14_326796",0,0,0,0,0,0
"chr14_326908",0,0,0,0,0,0
"chr14_329619",0,0,0,0,0,0
"chr14_33001",0,0,0,0,0,3
"chr14_330329",14,17,20,6,6,21
"chr14_330450",0,0,0,0,0,0
"chr14_330558",0,1,1,1,0,0
"chr14_330613",0,0,0,0,0,0
"chr14_330770",0,0,0,0,0,0
"chr14_331218",0,0,0,0,0,0
"chr14_331290",0,0,0,0,0,0
"chr14_331322",577.682,593.917,699.242,424.033,417.067,560.116
"chr14_332597",1241,1037,1265,972,1054,1191
"chr14_33260",0,0,0,0,0,0
"chr14_33294",3764,3639,4293,3363,3637,3584
"chr14_333167",0,0,0,0,0,0
"chr14_333355",0,0,0,0,0,0
"chr14_33360",0,0,0,0,0,0
"chr14_334927",6,2,3,2,1,2
"chr14_335034",5,4,6,0,4,5
"chr14_335134",1,1,6,0,2,1
"chr14_335173",0,0,0,0,1,0
"chr14_335350",0,0,0,0,0,0
"chr14_335361",0,0,0,2,0,0
"chr14_335373",50,44,53,40,49,49
"chr14_335481",0,0,0,0,0,0
"chr14_335573",0,0,0,0,0,0
"chr14_335579",1,0,0,0,0,1
"chr14_335706",0,0,0,0,0,0
"chr14_335745",9,14,9,5,13,8
"chr14_335912",5,3,11,8,6,4
"chr14_336255",32,31,28,20,27,36
"chr14_336545",17775,17142,20957,14751,16079,16445
"chr14_337627",0,0,0,0,0,0
"chr14_337676",0,0,0,0,0,0
"chr14_337745",0,0,0,0,0,0
"chr14_337811",0,0,0,0,0,0
"chr14_337986",0,0,0,0,0,0
"chr14_338220",0,0,0,0,0,0
"chr14_338313",0,0,0,0,0,0
"chr14_338478",438,447,559,311,378,393
"chr14_339518",0,0,0,0,0,0
"chr14_339612",369,281,376,219,255,299
"chr14_340288",0,0,0,1,0,0
"chr14_340352",810,793,950,669,725,719
"chr14_341069",641,627,774,541,653,650
"chr14_341911",163,168,241,140,172,191
"chr14_342153",0,0,0,0,0,0
